date,open,high,low,close,volume,interval,rsi,macd,macd_signal,macd_hist,stochrsi_K,stochrsi_D,signal
2025-03-08 00:13:00,1.2905,1.2909,1.2904,1.2907,1317.0,1m,48.064590054603094,5.410136026684498e-05,9.16237476379292e-05,-3.752238737108422e-05,16.007953440807917,25.99316169610871,Hold
2025-03-08 00:14:00,1.2907,1.2908,1.2904,1.2908,1537.0,1m,51.77525938274446,4.950157589411752e-05,8.319931328916687e-05,-3.3697737395049345e-05,16.02101498154085,20.14473208745351,Hold
2025-03-08 00:15:00,1.2908,1.2908,1.2904,1.2908,1248.0,1m,51.77525938274445,4.533363570580207e-05,7.562617777249392e-05,-3.0292542066691854e-05,24.07936226737096,18.702776896573244,Hold
2025-03-08 00:16:00,1.2908,1.2909,1.2904,1.2907,1039.0,1m,47.8133273184755,3.3574324895147e-05,6.721580719702454e-05,-3.364148230187754e-05,26.752966607931505,22.284447952281102,Hold
2025-03-08 00:17:00,1.2904,1.291,1.2904,1.291,1499.0,1m,58.15773952085195,4.791020018712899e-05,6.335468579504543e-05,-1.5444485607916437e-05,49.83044710677695,33.55425866069314,Hold
2025-03-08 00:18:00,1.291,1.2911,1.2906,1.291,1018.0,1m,58.157739520851955,5.859602612590109e-05,6.240295386121656e-05,-3.8069277353154743e-06,64.86264186052524,47.14868519174457,Hold
2025-03-08 00:19:00,1.291,1.2911,1.2907,1.2911,1492.0,1m,61.13586713882723,7.42775589710476e-05,6.477787488318278e-05,9.499684087864818e-06,92.81739281035618,69.17016059255279,Hold
2025-03-08 00:20:00,1.2911,1.2913,1.2908,1.2912,1177.0,1m,63.902727471109614,9.369440027184872e-05,7.056117996091598e-05,2.3133220310932743e-05,96.40869640517809,84.69624369201985,Hold
2025-03-08 00:21:00,1.2912,1.2914,1.291,1.2914,1299.0,1m,68.70194354516508,0.0001237936987237287,8.120768371347852e-05,4.258601501025018e-05,100.0,96.40869640517809,Hold
2025-03-08 00:22:00,1.2914,1.2915,1.2911,1.2914,1267.0,1m,68.70194354516508,0.00014596501575891985,9.41591501225668e-05,5.1805865636353054e-05,100.0,98.80289880172603,Hold
2025-03-08 00:23:00,1.2914,1.2917,1.2912,1.2917,1507.0,1m,74.58108104444435,0.00018560391069244453,0.00011244810223654236,7.315580845590217e-05,100.0,100.0,Hold
2025-03-08 00:24:00,1.2917,1.2917,1.2912,1.2915,1406.0,1m,65.71819259899752,0.00019859046472081587,0.00012967657473339706,6.891388998741881e-05,88.96322725198957,96.32107575066318,Close Trade
2025-03-08 00:25:00,1.2915,1.2916,1.2911,1.2915,1365.0,1m,65.71819259899752,0.00020650197611371546,0.00014504165500946076,6.14603211042547e-05,77.92645450397913,88.96322725198957,Hold
2025-03-08 00:26:00,1.2915,1.2916,1.2911,1.2913,1909.0,1m,57.757926763957045,0.00019439273887322805,0.00015491187178221422,3.948086709101384e-05,56.97692638554229,74.622202713837,Hold
2025-03-08 00:27:00,1.2913,1.2916,1.291,1.2916,1565.0,1m,64.67070831826842,0.00020662176680308342,0.0001652538507863881,4.136791601669533e-05,55.67251574845938,63.52529887932693,Hold
2025-03-08 00:28:00,1.2915,1.2916,1.291,1.2913,2001.0,1m,54.9811095984614,0.00018991662610057247,0.00017018640584922495,1.9730220251347518e-05,42.30184705699886,51.650429730333514,Hold
2025-03-08 00:29:00,1.2914,1.2915,1.291,1.2914,1705.0,1m,57.27886795921942,0.00018264146884261478,0.00017267741844790294,9.964050394711843e-06,41.705284977563124,46.55988259434045,Hold
2025-03-08 00:30:00,1.2914,1.2915,1.291,1.2914,1107.0,1m,57.27886795921942,0.00017486017504975138,0.00017311396976827265,1.7462052814787256e-06,24.620893036506278,36.20934169035609,Hold
2025-03-08 00:31:00,1.2915,1.2916,1.291,1.2914,1535.0,1m,57.278867959219426,0.0001667710112513987,0.00017184537806489786,-5.074366813499157e-06,19.60275914982703,28.64297905463214,Hold
2025-03-08 00:32:00,1.2914,1.2918,1.2911,1.2917,1184.0,1m,64.13733999479861,0.00018246444689351549,0.00017396919183062138,8.49525506289411e-06,23.387359101946885,22.537003762760065,Open Trade
2025-03-08 00:33:00,1.2917,1.2918,1.2913,1.2917,1471.0,1m,64.13733999479861,0.00019268050676246595,0.0001777114548169903,1.4969051945475656e-05,35.05144418234437,26.013854144706098,Hold
2025-03-08 00:34:00,1.2917,1.2918,1.2914,1.2917,1488.0,1m,64.13733999479861,0.00019848875302153068,0.00018186691445789838,1.66218385636323e-05,46.71552926274184,35.05144418234436,Hold
2025-03-08 00:35:00,1.2917,1.2918,1.2913,1.2916,1301.0,1m,60.11915191634118,0.00019280018524137077,0.00018405356861459288,8.746616626777892e-06,39.88186611254889,40.549613185878364,Close Trade
2025-03-08 00:36:00,1.2916,1.2916,1.2911,1.2915,1453.0,1m,56.31934445630095,0.00017816896905786805,0.0001828766487032479,-4.707679645379859e-06,26.585935962779946,37.72777711269023,Hold
2025-03-08 00:37:00,1.2915,1.2916,1.2911,1.2914,1645.0,1m,52.73018522667613,0.0001566981419158786,0.00017764094734577405,-2.0942805429895444e-05,11.014092875199326,25.827298316842718,Hold
2025-03-08 00:38:00,1.2914,1.2915,1.291,1.2914,1070.0,1m,52.73018522667614,0.0001380905349881445,0.00016973086487424816,-3.1640329886103665e-05,2.2759129378116953,13.291980591930324,Hold
2025-03-08 00:39:00,1.2914,1.2915,1.2909,1.2913,1409.0,1m,49.10111123855344,0.00011396103628413812,0.00015857689915622618,-4.4615862872088063e-05,3.277099113124522e-14,4.430001937670352,Hold
2025-03-08 00:40:00,1.2913,1.2914,1.2909,1.2913,1285.0,1m,49.10111123855345,9.375745711381889e-05,0.0001456130107477447,-5.1855553633925824e-05,4.798317532419903e-14,0.7586376459372587,Open Trade
2025-03-08 00:41:00,1.2913,1.2914,1.2909,1.2914,1261.0,1m,52.86349643673362,8.4837189021858e-05,0.00013345784640256736,-4.862065738070936e-05,8.340711090023174,2.780237030007752,Hold
2025-03-08 00:42:00,1.2914,1.2915,1.2911,1.2915,1597.0,1m,56.33911549037989,8.485877739428105e-05,0.0001237380326009101,-3.887925520662904e-05,24.3864106005475,10.909040563523575,Hold
2025-03-08 00:43:00,1.2915,1.2915,1.291,1.2914,1799.0,1m,52.194500143719765,7.593143178952211e-05,0.00011417671243863249,-3.824528064911038e-05,31.24404526261107,21.32372231772725,Hold
2025-03-08 00:44:00,1.2914,1.2916,1.2911,1.2914,1469.0,1m,52.194500143719765,6.80717572354439e-05,0.00010495572139799478,-3.6883964162550884e-05,29.760968834651486,28.463808232603355,Hold
2025-03-08 00:45:00,1.2914,1.2916,1.2911,1.2915,1899.0,1m,55.95256440709463,6.9115354012661e-05,9.778764792092804e-05,-2.867229390826704e-05,28.904036134411943,29.969683410558165,Hold
2025-03-08 00:46:00,1.2915,1.2917,1.2912,1.2915,1741.0,1m,55.95256440709463,6.914534745328105e-05,9.205918782739865e-05,-2.29138403741176e-05,37.23516828263313,31.96672441723219,Hold
2025-03-08 00:47:00,1.2915,1.2916,1.2911,1.2915,1669.0,1m,55.952564407094634,6.838086542027e-05,8.732352334597293e-05,-1.8942657925702928e-05,45.56630043085435,37.23516828263314,Hold
2025-03-08 00:48:00,1.2915,1.2915,1.2911,1.2914,1658.0,1m,50.95008508146084,5.902543516156378e-05,8.16639057090911e-05,-2.2638470547527316e-05,35.971310520894235,39.59092641146057,Close Trade
2025-03-08 00:49:00,1.2914,1.2915,1.291,1.2913,1146.0,1m,46.47529990290469,4.3045819600795454e-05,7.394028848743197e-05,-3.0894468886636514e-05,20.78254371060946,34.106718220786014,Hold
2025-03-08 00:50:00,1.2913,1.2917,1.291,1.2916,1730.0,1m,58.305922169195824,5.396725106066036e-05,6.994568100207765e-05,-1.5978429941417295e-05,38.927110233658,31.89365482172057,Open Trade
2025-03-08 00:51:00,1.2916,1.2918,1.2914,1.2917,1221.0,1m,61.37092632803558,6.988612469949196e-05,6.993376974156053e-05,-4.764504206856805e-08,66.66666666666666,42.12544020364471,Hold
2025-03-08 00:52:00,1.2917,1.2918,1.2914,1.2916,1210.0,1m,56.868821460083964,7.358454564476702e-05,7.066392492220183e-05,2.9206207225651912e-06,89.92521979392114,65.17299889808193,Hold
2025-03-08 00:53:00,1.2917,1.2918,1.2913,1.2916,1501.0,1m,56.868821460083964,7.564359857181735e-05,7.165985965212493e-05,3.9837389196924205e-06,79.85043958784229,78.81410868281004,Hold
2025-03-08 00:54:00,1.2916,1.2917,1.2913,1.2916,1085.0,1m,56.86882146008396,7.639478136578504e-05,7.260684399485696e-05,3.78793737092808e-06,69.77565938176342,79.85043958784229,Close Trade
2025-03-08 00:55:00,1.2916,1.2917,1.2913,1.2917,1222.0,1m,60.48896189890567,8.408992707198415e-05,7.49034606102824e-05,9.186466461701747e-06,77.87678547855751,75.83429481605441,Open Trade
2025-03-08 00:56:00,1.2917,1.292,1.2914,1.2919,1303.0,1m,66.53816924492052,0.00010511501357002295,8.094577120223051e-05,2.416924236779244e-05,87.95156568463636,78.53467018165243,Hold
2025-03-08 00:57:00,1.2919,1.2922,1.2916,1.2921,1006.0,1m,71.27440907169299,0.00013634418374897095,9.20254537115786e-05,4.4318730037392346e-05,98.02634589071525,87.95156568463638,Hold
2025-03-08 00:58:00,1.2918,1.2921,1.2916,1.2919,1157.0,1m,61.84709500023356,0.0001433032864959216,0.0001022810202684472,4.102226622747441e-05,87.32842376541967,91.10211178025709,Close Trade
2025-03-08 00:59:00,1.2919,1.2921,1.2915,1.292,1212.0,1m,64.38372723452198,0.000155099697064065,0.00011284475562757076,4.225494143649425e-05,78.06642193265021,87.80706386292837,Hold
2025-03-08 01:00:00,1.292,1.2921,1.2916,1.2921,1577.0,1m,66.76347122565686,0.00017055158913814594,0.0001243861223296858,4.6165466808460135e-05,72.0031156322321,79.13265377676733,Hold
2025-03-08 01:01:00,1.2921,1.2922,1.2916,1.2919,1278.0,1m,58.36417665627611,0.0001647597485789909,0.00013246084757954685,3.229890099944405e-05,67.3216056093627,72.46371439141501,Hold
2025-03-08 01:02:00,1.2919,1.292,1.2916,1.2919,1680.0,1m,58.36417665627611,0.00015834437778705635,0.00013763755362104874,2.0706824166007604e-05,59.2305211846824,66.18508080875908,Hold
2025-03-08 01:03:00,1.2919,1.2921,1.2916,1.292,1211.0,1m,61.19511053322978,0.00015949080377297697,0.0001420082036514344,1.748260012154258e-05,41.971167763950376,56.174431519331826,Hold
2025-03-08 01:04:00,1.292,1.2921,1.2917,1.292,1157.0,1m,61.19511053322978,0.00015857144175313032,0.00014532085127177358,1.3250590481356732e-05,36.001594300249955,45.73442774962758,Hold
2025-03-08 01:05:00,1.292,1.2921,1.2916,1.2919,1180.0,1m,56.72224973330745,0.00014806685393953245,0.00014587005180532537,2.196802134207083e-06,20.021347224366355,32.6647030961889,Hold
2025-03-08 01:06:00,1.292,1.2922,1.2916,1.2922,1291.0,1m,64.98968211076865,0.00016208101614911818,0.00014911224467408394,1.2968771475034248e-05,28.948143498303917,28.323695007640083,Open Trade
2025-03-08 01:07:00,1.2922,1.2923,1.2918,1.2922,1113.0,1m,64.98968211076865,0.00017121369575900935,0.00015353253489106903,1.768116086794033e-05,37.874939772241476,28.94814349830392,Hold
2025-03-08 01:08:00,1.2918,1.2923,1.2918,1.2922,1442.0,1m,64.98968211076865,0.00017641777584365137,0.00015810958308158548,1.8308192762065887e-05,56.81240965836223,41.211830976302544,Hold
2025-03-08 01:09:00,1.2922,1.2923,1.2918,1.2921,1005.0,1m,60.201750997360435,0.00017050737960389029,0.00016058914238604644,9.918237217843847e-06,45.84512294378586,46.844157458129864,Close Trade
2025-03-08 01:10:00,1.2921,1.2921,1.2917,1.292,1063.0,1m,55.7764857067904,0.00015595641526111592,0.00015966259696106037,-3.706181699944446e-06,26.907653057665115,43.18839521993774,Hold
2025-03-08 01:11:00,1.292,1.2921,1.2917,1.2921,1230.0,1m,59.020491470751004,0.00015075601396397076,0.00015788128036164245,-7.125266397671687e-06,17.81214803803759,30.188308013162857,Hold
2025-03-08 01:12:00,1.2921,1.2922,1.2917,1.2921,978.0,1m,59.020491470751004,0.00014496360823001986,0.00015529774593531795,-1.0334137705298092e-05,19.683929732986424,21.467910276229716,Hold
2025-03-08 01:13:00,1.2921,1.2921,1.2917,1.2921,1219.0,1m,59.020491470751004,0.00013877339167822633,0.00015199287508389965,-1.3219483405673316e-05,29.525894599479646,22.34065745683456,Hold
2025-03-08 01:14:00,1.2921,1.2922,1.2917,1.2921,1363.0,1m,59.020491470751004,0.00013234204376222358,0.00014806270881956445,-1.572066505734087e-05,31.42073862361871,26.876854318694928,Hold
2025-03-08 01:15:00,1.2921,1.2921,1.2916,1.2921,1745.0,1m,59.020491470751004,0.00012579506697618648,0.00014360918045088888,-1.7814113474702402e-05,33.315582647757786,31.420738623618718,Hold
2025-03-08 01:16:00,1.2921,1.2922,1.2917,1.2921,1561.0,1m,59.020491470751004,0.00011923210719233523,0.00013873376579917815,-1.950165860684292e-05,35.21042667189687,33.31558264775779,Hold
2025-03-08 01:17:00,1.2918,1.2922,1.2918,1.2921,1116.0,1m,59.020491470751,0.00011273141668155517,0.00013353329597565357,-2.0801879294098395e-05,35.210426671896826,34.57881199718383,Hold
