date,open,high,low,close,volume,rsi,macd,macd_signal,macd_hist,stochrsi_K,stochrsi_D,signal
2024-08-09 04:01:00,1.09217,1.09226,1.09195,1.09206,1220.0,38.51089640608468,-6.871502835181786e-05,-6.200181145439966e-05,-6.7132168974182e-06,0.0,0.0,0.0
2024-08-09 04:02:00,1.09205,1.0921,1.09192,1.09194,1072.0,34.806082320478666,-8.381041542815382e-05,-6.63635322491505e-05,-1.7446883179003314e-05,0.0,0.0,0.0
2024-08-09 04:03:00,1.092,1.09203,1.09184,1.09192,1056.0,34.215287849190034,-9.62776227908524e-05,-7.234635035749089e-05,-2.39312724333615e-05,0.0,0.0,0.0
2024-08-09 04:04:00,1.09187,1.09202,1.09186,1.09195,1280.0,35.97092377002339,-0.0001025550345674,-7.838808719948554e-05,-2.416694736797864e-05,31.358423534325947,0.0,Open Trade
2024-08-09 04:05:00,1.09196,1.09212,1.09189,1.09195,1184.0,35.97092377002339,-0.0001063045163345,-8.397137302649488e-05,-2.233314330803732e-05,16.778136996752114,0.0,0.0
2024-08-09 04:06:00,1.09202,1.09204,1.09184,1.09193,992.0,35.243698331404815,-0.0001096261386155,-8.910232614430335e-05,-2.052381247123392e-05,9.886464784838855,19.341008438638973,0.0
2024-08-09 04:07:00,1.09193,1.09203,1.09184,1.09201,928.0,40.431449954721,-0.0001045974821278,-9.220135734101812e-05,-1.2396124786859104e-05,19.60054429539795,15.421715358996304,0.0
2024-08-09 04:08:00,1.09198,1.09215,1.09193,1.09211,1225.0,46.23015017529037,-9.148844947071132e-05,-9.205877576695675e-05,5.703262962454379e-07,49.11047513754625,26.199161405927686,0.0
2024-08-09 04:09:00,1.09209,1.09213,1.09196,1.09202,1022.0,42.24440089452758,-8.73547236055483e-05,-9.111796533467509e-05,3.763241729126771e-06,69.14631831190752,45.95244591495058,0.0
2024-08-09 04:10:00,1.09204,1.09209,1.09191,1.09196,1063.0,39.78196823415077,-8.790687885551485e-05,-9.047574803884304e-05,2.5688691833281827e-06,71.0527097225898,63.103167724014526,0.0
2024-08-09 04:11:00,1.09198,1.09208,1.09186,1.09198,967.0,41.01618514792055,-8.574224973378897e-05,-8.952904837783222e-05,3.786798644043253e-06,56.58738922797948,65.5954724208256,0.0
2024-08-09 04:12:00,1.09194,1.09202,1.09165,1.09173,1146.0,32.146738092996785,-0.0001030122155247,-9.22256818072214e-05,-1.0786533717556724e-05,34.31188625114941,53.98399506723956,Close Trade
2024-08-09 04:13:00,1.09165,1.09179,1.09152,1.09165,1189.0,29.917286042737487,-0.0001217506535031,-9.813067614641154e-05,-2.361997735676051e-05,18.868012838723,36.58909610595064,0.0
2024-08-09 04:14:00,1.09165,1.09176,1.09149,1.09175,1221.0,35.90145808957759,-0.0001270670860675,-0.0001039179581306,-2.3149127936933337e-05,12.22792024383276,21.8026064445684,0.0
2024-08-09 04:15:00,1.09174,1.09177,1.09155,1.09161,1102.0,31.806731393598696,-0.0001409524154432,-0.0001113248495931,-2.962756585004997e-05,16.088769643644277,15.728234242066684,0.0
2024-08-09 04:16:00,1.09165,1.0917,1.09149,1.09167,1247.0,35.216949268916096,-0.0001454386146357,-0.0001181476026016,-2.729101203410164e-05,26.917980224764623,18.41155670408056,Open Trade
2024-08-09 04:17:00,1.09169,1.09191,1.09154,1.0919,1220.0,46.30247209498356,-0.0001289484446054,-0.0001203077710024,-8.640673602994264e-06,48.0233933142652,30.34338106089137,0.0
2024-08-09 04:18:00,1.0919,1.092,1.0918,1.09188,1080.0,45.57220510278162,-0.0001161547393724,-0.0001194771646764,3.3224253039998425e-06,76.01025279434597,50.31720877779194,0.0
2024-08-09 04:19:00,1.09185,1.09188,1.09167,1.09172,1311.0,40.120653126148206,-0.0001175710131715,-0.0001190959343754,1.5249212038988014e-06,85.93834304760146,69.99066305207089,0.0
2024-08-09 04:20:00,1.09172,1.09176,1.09155,1.0917,1224.0,39.48481737425749,-0.0001189362303852,-0.0001190639935774,1.2776319214112433e-07,72.06879303865398,78.0057962935338,Close Trade
2024-08-09 04:21:00,1.09171,1.09182,1.09162,1.09176,1048.0,42.4323678710263,-0.0001138641215883,-0.0001180240191795,4.159897591285937e-06,65.68124023792372,74.56279210805972,0.0
2024-08-09 04:22:00,1.09177,1.09181,1.09156,1.09166,1349.0,39.020998707790106,-0.0001165698583247,-0.0001177331870086,1.163328683875665e-06,63.44414954138088,67.0647276059862,0.0
2024-08-09 04:23:00,1.09164,1.09195,1.09158,1.09194,1046.0,50.91929895422096,-9.50251237641364e-05,-0.0001131915743597,1.8166450595595736e-05,77.31369955032835,68.81302977654433,Open Trade
2024-08-09 04:24:00,1.09194,1.09196,1.09169,1.09171,1061.0,43.42400042614935,-9.541001692880968e-05,-0.0001096352628735,1.4225245944737973e-05,73.29071783525892,71.34952230898939,Close Trade
2024-08-09 04:25:00,1.09171,1.09188,1.09164,1.09167,1044.0,42.25895695266711,-9.781516095319633e-05,-0.0001072712424894,9.456081536281076e-06,74.35858394825276,74.98766711128002,0.0
2024-08-09 04:26:00,1.09175,1.09176,1.09163,1.09173,867.0,44.65749735309896,-9.379850557666992e-05,-0.0001045766951069,1.0778189530245987e-05,64.42016895359896,70.68982357903688,0.0
2024-08-09 04:27:00,1.09168,1.09173,1.09155,1.09165,1021.0,42.14376428991345,-9.59643909019814e-05,-0.0001028542342659,6.889843363947615e-06,61.01132919800798,66.59669403328657,0.0
2024-08-09 04:28:00,1.09167,1.09186,1.09158,1.09184,941.0,49.42505678667874,-8.141100315528504e-05,-9.856558804380022e-05,1.7154584888515176e-05,72.1505485467865,65.86068223279781,Open Trade
2024-08-09 04:29:00,1.09184,1.09199,1.09173,1.09186,914.0,50.136438466664494,-6.748557397306953e-05,-9.234958522965408e-05,2.4864011256584543e-05,80.42708808278604,71.19632194252684,0.0
2024-08-09 04:30:00,1.09195,1.09206,1.09187,1.092,876.0,54.91683968736886,-4.463817989597274e-05,-8.280730416291782e-05,3.816912426694508e-05,95.73208680761776,82.76990781239677,0.0
2024-08-09 04:31:00,1.09192,1.09209,1.09192,1.09204,867.0,56.208613246769374,-2.303821952320817e-05,-7.085348723497588e-05,4.7815267711767714e-05,98.33812454134576,91.49909981058316,0.0
2024-08-09 04:32:00,1.09204,1.09218,1.09194,1.09215,756.0,59.633967413507385,2.922298939722623e-06,-5.6098330000036185e-05,5.902062893975881e-05,100.0,98.02340378298784,0.0
2024-08-09 04:33:00,1.09214,1.09226,1.09202,1.0921,926.0,57.43482141992845,1.9239829941453124e-05,-4.1030698011738326e-05,6.027052795319145e-05,96.4437501701393,98.26062490382834,Close Trade
2024-08-09 04:34:00,1.09202,1.09211,1.09185,1.09192,719.0,50.25046851401228,1.744598864705793e-05,-2.933536067997908e-05,4.678134932703701e-05,81.26964783120341,92.57113266711424,0.0
2024-08-09 04:35:00,1.09192,1.092,1.09176,1.0918,690.0,46.109549947725576,6.26909317547053e-06,-2.2214469908889155e-05,2.848356308435969e-05,59.39924566050488,79.03754788728253,0.0
2024-08-09 04:36:00,1.09177,1.09187,1.09167,1.09178,547.0,45.43749560191298,-4.154618013618716e-06,-1.860249952983507e-05,1.4447881516216356e-05,35.89945024554002,58.85611457908277,0.0
2024-08-09 04:37:00,1.0917,1.09192,1.09169,1.09182,650.0,47.09822336862069,-9.083114039132312e-06,-1.669862243169452e-05,7.615508392562207e-06,27.1825701941185,40.82708870005447,0.0
2024-08-09 04:38:00,1.09186,1.09188,1.09169,1.09179,575.0,45.96814877324684,-1.5234122446194933e-05,-1.6405722434594602e-05,1.1715999883996711e-06,23.008261231977908,28.696760557212144,0.0
2024-08-09 04:39:00,1.09176,1.09184,1.09166,1.09172,597.0,43.35421044498781,-2.546372592804325e-05,-1.8217323133284333e-05,-7.246402794758913e-06,19.037876321439303,23.076235915845235,0.0
2024-08-09 04:40:00,1.09176,1.09186,1.09165,1.09174,523.0,44.32827918749957,-3.159274602437812e-05,-2.089240771150309e-05,-1.0700338312875025e-05,13.758836847078715,18.601658133498645,0.0
2024-08-09 04:41:00,1.09174,1.09176,1.09154,1.09165,628.0,40.918408543774085,-4.3214140732050765e-05,-2.5356754315612623e-05,-1.7857386416438142e-05,6.470214646584525,13.088975938367517,0.0
2024-08-09 04:42:00,1.09161,1.09173,1.0915,1.09151,581.0,36.2474625017686,-6.299484438332392e-05,-3.2884372329154886e-05,-3.011047205416904e-05,4.163311468615349,8.130787654092863,0.0
2024-08-09 04:43:00,1.09151,1.09172,1.09148,1.09166,629.0,43.6673029641942,-6.580884474427506e-05,-3.946926681217892e-05,-2.633957793209614e-05,10.575672437912738,7.069732851037538,Open Trade
2024-08-09 04:44:00,1.09164,1.09173,1.09158,1.09166,488.0,43.66730296419421,-6.726358753694761e-05,-4.502813095713266e-05,-2.223545657981495e-05,21.151344875825487,11.963442927451192,0.0
2024-08-09 04:45:00,1.09169,1.0917,1.09134,1.0914,844.0,35.38783328081254,-8.837754741675141e-05,-5.3698014249056416e-05,-3.4679533167695e-05,21.151344875825487,17.626120729854573,0.0
2024-08-09 04:46:00,1.09135,1.09152,1.0913,1.09141,872.0,35.891304243413146,-0.0001031149513406,-6.358140166737166e-05,-3.9533549673260985e-05,11.33688142093228,17.87985705752775,0.0
2024-08-09 04:47:00,1.09149,1.09155,1.09143,1.09152,610.0,41.30893591008999,-0.0001047113224907,-7.180738583205561e-05,-3.2903936658735795e-05,14.040824915576486,15.509683737444751,0.0
2024-08-09 04:48:00,1.09145,1.09161,1.09145,1.09152,657.0,41.30893591008999,-0.0001047687492037,-7.839965850639087e-05,-2.636909069734104e-05,30.89509588030434,18.7576007389377,0.0
2024-08-09 04:49:00,1.09152,1.09164,1.09149,1.09159,616.0,44.75452860954166,-9.803575019895484e-05,-8.232687684490366e-05,-1.5708873354051167e-05,56.79595154954297,33.91062411514127,0.0
2024-08-09 04:50:00,1.09151,1.09161,1.09144,1.09158,749.0,44.35392884119928,-9.24411127998237e-05,-8.434972403588767e-05,-8.09138876393603e-06,69.03810301942713,52.24305014975814,0.0
2024-08-09 04:51:00,1.0916,1.09161,1.09139,1.09145,724.0,39.41469171680482,-9.737476027593672e-05,-8.695473128389749e-05,-1.0420028992039237e-05,64.87046834915185,63.568174306040646,Close Trade
2024-08-09 04:52:00,1.09147,1.0915,1.0913,1.09138,718.0,37.023860834632586,-0.0001057145153038,-9.070668808788482e-05,-1.5007827215949318e-05,44.030547994331904,59.31303978763697,0.0
2024-08-09 04:53:00,1.09134,1.09147,1.09122,1.09126,844.0,33.29529759669576,-0.0001206164371596,-9.66886379022398e-05,-2.392779925741985e-05,18.5087805918908,42.46993231179152,0.0
2024-08-09 04:54:00,1.09131,1.09143,1.09122,1.0914,1032.0,40.78742615390461,-0.0001197490946005,-0.0001013007292419,-1.844836535864972e-05,27.61572000017693,30.05168286213321,Open Trade
2024-08-09 04:55:00,1.09136,1.09146,1.09127,1.0914,743.0,40.78742615390461,-0.0001177048906628,-0.000104581561526,-1.3123329136776649e-05,43.58715140547744,29.903883999181726,0.0
2024-08-09 04:56:00,1.09141,1.09149,1.09129,1.09145,918.0,43.41966688623077,-0.0001107733361171,-0.0001058199164443,-4.953419672881345e-06,73.03755483477534,48.08014208014324,0.0
2024-08-09 04:57:00,1.09141,1.09156,1.09135,1.09151,908.0,46.49352579627118,-9.929393200192038e-05,-0.0001045147195558,5.220787553917095e-06,84.57731246536996,67.0673395685409,0.0
2024-08-09 04:58:00,1.09155,1.09165,1.09146,1.0916,962.0,50.81038418828992,-8.198905490841568e-05,-0.0001000095866263,1.802053171793744e-05,96.11707009596456,84.57731246536996,0.0
2024-08-09 04:59:00,1.0916,1.09176,1.09154,1.09175,881.0,57.0324611623408,-5.553094259980185e-05,-9.111385782104288e-05,3.5582915221241024e-05,100.0,93.5647941871115,0.0
2024-08-09 05:00:00,1.09173,1.09185,1.09165,1.09184,1013.0,60.278982403308106,-2.698933389555513e-05,-7.828895303594532e-05,5.1299619140390186e-05,100.0,98.70569003198818,0.0
2024-08-09 05:01:00,1.09182,1.09192,1.09175,1.09185,842.0,60.63488525360797,-3.522383099863191e-06,-6.33356390487289e-05,5.98132559488657e-05,100.0,100.0,0.0
2024-08-09 05:02:00,1.09186,1.092,1.09178,1.09198,882.0,65.0224947364253,2.5273916049117773e-05,-4.561372802915956e-05,7.088764407827734e-05,100.0,100.0,0.0
2024-08-09 05:03:00,1.09195,1.09206,1.09191,1.09204,788.0,66.85852910184141,5.233342203703195e-05,-2.602429801592126e-05,7.835772005295321e-05,100.0,100.0,0.0
2024-08-09 05:04:00,1.09195,1.09205,1.09189,1.0919,882.0,59.06738577288447,6.176940624924576e-05,-8.465557162887858e-06,7.023496341213362e-05,92.2622236898708,97.42074122995696,Close Trade
2024-08-09 05:05:00,1.09196,1.092,1.09181,1.09193,592.0,60.13931722012292,7.085150890828729e-05,7.397856051347172e-06,6.345365285694012e-05,85.58903641479336,92.61708670155473,0.0
2024-08-09 05:06:00,1.09187,1.09196,1.0918,1.09185,648.0,55.93284653010149,7.077792542009576e-05,2.007386992509689e-05,5.070405549499886e-05,74.73819152513597,84.19648387660006,0.0
2024-08-09 05:07:00,1.09187,1.09196,1.09174,1.09188,875.0,57.14342456541384,7.230685088766009e-05,3.052046611760953e-05,4.178638477005056e-05,70.05467447734274,76.79396747242403,0.0
2024-08-09 05:08:00,1.0919,1.09194,1.09175,1.09193,703.0,59.15726935200484,7.666932125793835e-05,3.975023714567529e-05,3.6919084112263057e-05,66.88137927561341,70.55808175936404,0.0
2024-08-09 05:09:00,1.0919,1.09212,1.09184,1.09209,605.0,64.8494121262375,9.197701945384829e-05,5.019559360730989e-05,4.17814258465384e-05,74.8749794220144,70.60367772499019,Open Trade
2024-08-09 05:10:00,1.09209,1.09217,1.09199,1.09214,657.0,66.42420009313972,0.0001069106631179,6.153860750944093e-05,4.537205560852412e-05,86.58536527817228,76.11390799193337,0.0
2024-08-09 05:11:00,1.09213,1.0923,1.09201,1.09228,777.0,70.42021599674435,0.0001285605473206,7.494299547169045e-05,5.361755184899811e-05,96.43184775497907,85.96406415172191,0.0
2024-08-09 05:12:00,1.09228,1.09229,1.09205,1.09218,963.0,64.51397343792898,0.000136080421869,8.717048075116798e-05,4.890994111791011e-05,85.69968605603654,89.57229969639597,Close Trade
2024-08-09 05:13:00,1.0922,1.09226,1.09211,1.09221,640.0,65.45016734877794,0.0001428144498272,9.829927456637882e-05,4.451517526084332e-05,74.97523335338317,85.70225572146626,0.0
2024-08-09 05:14:00,1.09215,1.09227,1.09205,1.09212,734.0,60.30971156009229,0.0001392833953803,0.0001064960987291,3.278729665120506e-05,51.712430859731775,70.79578342305051,0.0
2024-08-09 05:15:00,1.0921,1.09215,1.09205,1.09211,524.0,59.74820106921558,0.0001341319037726,0.0001120232597378,2.2108644034775623e-05,40.74708070952775,55.81158164088091,0.0
2024-08-09 05:16:00,1.09214,1.09215,1.092,1.09206,688.0,56.895831716899046,0.0001245786621564,0.0001145343402215,1.0044321934842488e-05,21.06479665380773,37.84143607435576,0.0
2024-08-09 05:17:00,1.09214,1.09225,1.09205,1.09224,646.0,63.62774272356224,0.0001300332032019,0.0001176341128176,1.23990903842756e-05,28.699104527089386,30.17032729680829,Open Trade
2024-08-09 05:18:00,1.09224,1.09228,1.09206,1.09212,710.0,57.21262812574823,0.0001232521945826,0.0001187577291706,4.494465411993898e-06,22.86511939195609,24.20967352428441,Close Trade
2024-08-09 05:19:00,1.09212,1.0923,1.09212,1.09221,592.0,60.43458398181784,0.0001237143423074,0.000119749051798,3.965290509399692e-06,31.007274467259823,27.5238327954351,Open Trade
2024-08-09 05:20:00,1.09222,1.09226,1.09205,1.09206,786.0,53.23898175110113,0.0001107007618375,0.0001179393938059,-7.23863196840068e-06,13.302435754296235,22.39160987117072,Close Trade
2024-08-09 05:21:00,1.09214,1.09221,1.09205,1.0922,747.0,58.23696835907344,0.0001104114807077,0.0001164338111862,-6.022330478494374e-06,20.054444009555272,21.45471807703712,Open Trade
2024-08-09 05:22:00,1.09218,1.09225,1.09211,1.09218,765.0,57.294833157403154,0.0001073311438601,0.000114613277721,-7.282133860870714e-06,17.56536207824184,16.97408061403112,0.0
2024-08-09 05:23:00,1.09219,1.09235,1.09212,1.09232,748.0,61.936804367517816,0.0001148627187645,0.0001146631659297,1.995528348289568e-07,34.44001825265155,24.019941446816222,0.0
2024-08-09 05:24:00,1.09234,1.09235,1.09216,1.09223,786.0,57.60209990516644,0.000112275061282,0.0001141855450002,-1.9104837181458203e-06,33.208309197624466,28.404563176172623,Close Trade
2024-08-09 05:25:00,1.09218,1.09227,1.09205,1.09225,727.0,58.30051490900477,0.0001105636480263,0.0001134611656054,-2.897517579139293e-06,39.1562047144937,35.60151072158991,Open Trade
2024-08-09 05:26:00,1.09223,1.09241,1.09215,1.09232,834.0,60.73827687686439,0.0001135468581761,0.0001134783041195,6.855405652728804e-08,42.75265695069295,38.37239028760371,0.0
2024-08-09 05:27:00,1.09237,1.09247,1.0923,1.09232,675.0,60.73827687686438,0.0001145901497956,0.0001137006732547,8.894765408539894e-07,58.34997191248882,46.75294452589183,0.0
2024-08-09 05:28:00,1.09236,1.09241,1.09227,1.0924,661.0,63.56172448828089,0.0001204834392434,0.0001150572264525,5.426212790905676e-06,77.65482168878938,59.58581685065706,0.0
2024-08-09 05:29:00,1.09235,1.09241,1.09224,1.09232,655.0,58.99299439445326,0.0001173458917822,0.0001155149595184,1.8309322637854168e-06,75.64601325346162,70.55026895157994,Close Trade
2024-08-09 05:30:00,1.09231,1.09239,1.09225,1.09237,733.0,60.885355107136846,0.0001175390281955,0.0001159197732538,1.6192549416737417e-06,76.11792782428915,76.47292092218005,Open Trade
2024-08-09 05:31:00,1.09234,1.09246,1.09227,1.09243,643.0,63.08673146030492,0.0001211371945797,0.000116963257519,4.173937060681195e-06,74.79594607929326,75.51996238568135,0.0
2024-08-09 05:32:00,1.09238,1.09256,1.09236,1.09249,856.0,65.19616885931606,0.0001273621147432,0.0001190430289639,8.319085779389423e-06,89.66697943734539,80.19361778030928,0.0
2024-08-09 05:33:00,1.09249,1.09253,1.09236,1.09246,988.0,63.2499181019067,0.0001283946064414,0.0001209133444594,7.481261982022385e-06,93.04058315955716,85.83450289206529,0.0
2024-08-09 05:34:00,1.09241,1.09251,1.09237,1.09237,937.0,57.686323023217454,0.0001205608651055,0.0001208428485886,-2.8198348305305933e-07,62.89263412579382,81.8667322408988,Close Trade
2024-08-09 05:35:00,1.09245,1.09258,1.09237,1.09255,966.0,64.42605016067802,0.0001274083798412,0.0001221559548391,5.252425002097558e-06,59.64373745105567,71.85898491213555,Open Trade
2024-08-09 05:36:00,1.09255,1.09259,1.09241,1.09243,755.0,57.81465780035294,0.0001217486448927,0.0001220744928498,-3.258479571076822e-07,32.669012973900976,51.7351281835835,Close Trade
2024-08-09 05:37:00,1.09242,1.09253,1.09234,1.09245,719.0,58.57761462654181,0.0001175223722702,0.0001211640687339,-3.641696463711533e-06,35.29935119139281,42.53736720544983,Open Trade
2024-08-09 05:38:00,1.09242,1.09247,1.09233,1.09237,698.0,54.34378891490519,0.0001064901373406,0.0001182292824553,-1.1739145114647394e-05,5.214914532797646,24.39442623269716,0.0
2024-08-09 05:39:00,1.09237,1.0925,1.0923,1.0923,833.0,50.87858307272814,9.104904003298664e-05,0.0001127932339708,-2.17441939378514e-05,4.281914949088083,14.93206022442619,0.0
2024-08-09 05:40:00,1.09236,1.0924,1.09213,1.09223,820.0,47.60927832620102,7.232967274029001e-05,0.0001047005217247,-3.237084898443843e-05,0.0,3.1656098272952526,0.0
2024-08-09 05:41:00,1.0922,1.09225,1.092,1.09206,769.0,40.75938802559729,4.327797844849712e-05,9.241601306948216e-05,-4.913803462098505e-05,0.0,1.4273049830293705,0.0
2024-08-09 05:42:00,1.09209,1.09225,1.092,1.09215,976.0,45.25046715771536,2.7202970345863164e-05,7.937340452475838e-05,-5.217043417889521e-05,6.126119424482619,2.0420398081608826,0.0
2024-08-09 05:43:00,1.09216,1.09236,1.0921,1.09232,1082.0,52.56550456996405,2.7859838979349405e-05,6.907069141567659e-05,-4.121085243632718e-05,22.2304181381062,9.452179187529616,0.0
2024-08-09 05:44:00,1.0923,1.09234,1.0921,1.09223,1023.0,48.84473986982052,2.087750142454325e-05,5.943205341744992e-05,-3.855455199290667e-05,33.2593556227397,20.538631061776183,0.0
2024-08-09 05:45:00,1.09225,1.09233,1.0921,1.09223,973.0,48.84473986982052,1.5169088794175778e-05,5.05794604927951e-05,-3.541037169861932e-05,38.16217368289058,31.21731581457884,0.0
2024-08-09 05:46:00,1.0922,1.09225,1.09207,1.09217,768.0,46.31027189865715,5.737493841362351e-06,4.161106716250855e-05,-3.58735733211462e-05,29.87602276633477,33.76585069065502,Close Trade
2024-08-09 05:47:00,1.09219,1.09224,1.09208,1.09221,824.0,48.238546554812615,1.4735662416942574e-06,3.358356697834569e-05,-3.211000073665144e-05,29.381113396195552,32.47310328180698,0.0
2024-08-09 05:48:00,1.09215,1.09224,1.092,1.09208,825.0,42.85192935737569,-1.225428092310743e-05,2.441599739805507e-05,-3.66702783211625e-05,21.29941778825049,26.852184650260284,0.0
2024-08-09 05:49:00,1.09205,1.09209,1.09192,1.09206,837.0,42.073530512803856,-2.446550840629058e-05,1.463969623718594e-05,-3.910520464347652e-05,15.939693635387034,22.20674160661104,0.0
2024-08-09 05:50:00,1.09203,1.09209,1.09178,1.09188,979.0,35.77500739966892,-4.811287457240354e-05,2.089182075268045e-06,-5.0202056647671584e-05,5.405665520892757,14.214925648176772,0.0
2024-08-09 05:51:00,1.09189,1.09191,1.09175,1.09184,767.0,34.53765119709412,-6.9282601630416e-05,-1.2185174665868763e-05,-5.709742696454723e-05,2.4584236442043133,7.934594266828044,0.0
2024-08-09 05:52:00,1.09176,1.09193,1.09175,1.09181,876.0,33.59903560116746,-8.747218719862282e-05,-2.7242577172419577e-05,-6.022961002620324e-05,0.0,2.6213630550323663,0.0
2024-08-09 05:53:00,1.09182,1.09195,1.09179,1.09185,691.0,36.09287049810105,-9.753556976987988e-05,-4.130117569191164e-05,-5.623439407796823e-05,4.382883816410285,2.280435820204876,Open Trade
2024-08-09 05:54:00,1.09191,1.09207,1.09185,1.09195,1133.0,41.96146919627715,-9.63312618724732e-05,-5.230719292802395e-05,-4.402406894444925e-05,19.07975685916004,7.820880225190119,0.0
2024-08-09 05:55:00,1.09194,1.09204,1.09183,1.09197,1037.0,43.08713692326186,-9.269448204540788e-05,-6.038465075150074e-05,-3.230983129390713e-05,35.754976932550456,19.739205869373603,0.0
2024-08-09 05:56:00,1.09195,1.092,1.09178,1.09188,997.0,39.38523862611001,-9.596829292690678e-05,-6.750137918658196e-05,-2.8466913740324827e-05,41.5412729714978,32.12533558773611,0.0
