date,open,high,low,close,volume,interval,rsi,macd,macd_signal,macd_hist,stochrsi_K,stochrsi_D,signal
2025-03-09 02:34:00,86543.6,86543.6,86485.35,86485.35,0.00744,1m,0.0,0.0,0.0,0.0,0.0,0.0,Hold
2025-03-09 02:35:00,86479.41,86479.41,86461.18,86461.18,0.0059,1m,0.0,-1.9280911680834834,-0.38561823361669667,-1.5424729344667867,0.0,0.0,Hold
2025-03-09 02:36:00,86456.34,86456.34,86421.5,86440.03,0.01955,1m,0.0,-5.1039108448749175,-1.329276755868341,-3.7746340890065766,0.0,0.0,Hold
2025-03-09 02:37:00,86442.53,86442.53,86442.53,86442.53,0.00166,1m,0.0,-7.334494228722178,-2.5303202504391087,-4.804173978283069,0.0,0.0,Hold
2025-03-09 02:38:00,86458.13,86458.14,86440.03,86440.03,0.01573,1m,0.0,-9.197948512621224,-3.863845902875532,-5.334102609745692,0.0,0.0,Hold
2025-03-09 02:39:00,86440.03,86462.59,86404.04,86460.03,0.18263,1m,0.0,-8.957658296159934,-4.882608381532413,-4.075049914627521,0.0,0.0,Hold
2025-03-09 02:40:00,86453.63,86459.84,86437.1,86437.1,0.01509,1m,0.0,-10.496488943710574,-6.005384493968045,-4.4911044497425285,0.0,0.0,Hold
2025-03-09 02:41:00,86436.67,86436.67,86407.46,86407.46,0.00101,1m,0.0,-13.946951827747398,-7.593697960723916,-6.353253867023482,0.0,0.0,Hold
2025-03-09 02:42:00,86405.0,86405.31,86401.74,86401.74,0.05268,1m,0.0,-16.947662613514694,-9.464490891282072,-7.483171722232623,0.0,0.0,Hold
2025-03-09 02:43:00,86401.75,86401.75,86382.09,86382.09,0.0308,1m,0.0,-20.67303245860967,-11.706199204747591,-8.966833253862077,0.0,0.0,Hold
2025-03-09 02:44:00,86402.05,86405.73,86363.12,86364.48,0.09129,1m,0.0,-24.76096572802635,-14.317152509403343,-10.443813218623006,0.0,0.0,Hold
2025-03-09 02:45:00,86372.23,86415.76,86364.63,86415.76,0.01229,1m,0.0,-23.59087395077222,-16.17189679767712,-7.418977153095099,0.0,0.0,Hold
2025-03-09 02:46:00,86408.37,86408.37,86353.99,86392.81,0.20858,1m,0.0,-24.236062741227215,-17.78472998638714,-6.451332754840074,0.0,0.0,Hold
2025-03-09 02:47:00,86405.03,86414.56,86405.03,86414.56,0.06336,1m,0.0,-22.730315352091566,-18.773847059528027,-3.956468292563539,0.0,0.0,Hold
2025-03-09 02:48:00,86395.35,86413.18,86395.3,86406.23,0.13602,1m,35.35790954178553,-21.956065228383522,-19.410290693299128,-2.5457745350843943,0.0,0.0,Hold
2025-03-09 02:49:00,86406.23,86406.25,86369.66,86372.77,0.0215,1m,31.197152316882367,-23.76842122572998,-20.2819167997853,-3.4865044259446805,0.0,0.0,Hold
2025-03-09 02:50:00,86373.94,86373.94,86372.77,86372.77,0.02261,1m,31.197152316882367,-24.91749306154088,-21.209032052136415,-3.7084610094044663,0.0,0.0,Hold
2025-03-09 02:51:00,86338.74,86392.86,86338.73,86338.73,0.93701,1m,27.393765392230677,-28.24924457889574,-22.61707455748828,-5.632170021407461,0.0,0.0,Hold
2025-03-09 02:52:00,86338.73,86338.73,86309.05,86309.05,0.14701,1m,24.579950125057522,-32.90529782380327,-24.674719210751277,-8.23057861305199,0.0,0.0,Hold
2025-03-09 02:53:00,86301.5,86301.5,86278.18,86278.18,0.06523,1m,22.04373311867451,-38.64077774132602,-27.467930916866226,-11.172846824459793,0.0,0.0,Hold
2025-03-09 02:54:00,86278.17,86290.38,86278.17,86279.56,0.00851,1m,22.429062030631115,-42.58395114974701,-30.491134963442384,-12.092816186304624,0.0,0.0,Hold
2025-03-09 02:55:00,86279.56,86301.45,86251.24,86251.24,0.0906,1m,20.220217123745442,-47.44719013184658,-33.882345997123224,-13.564844134723359,0.0,0.0,Hold
